"","Medication","Contraindications (CI), drug interactions (DI) or cautions","Adverse Effects","Initial dose; typical dose","Canadian brands","Therapeutic area","Source of suggestion","Evidence package","Decision date","estimate","standard-error","tvalue","pvalue","r_sq","adj_r_sq","ATC code primary","ATC code secondary","sum","maf"
"40","finasteride","","impotence, decreased libido, decreased ejaculate volume, asthenia, postural hypotension, dizziness, abnormal ejaculation","5mg once daily","ACH-Finasteride,ACT-Finasteride,Apo-Finasteride,Auro-Finasteride,Dom-Finasteride,JAMP-Finasteride,Mint-Finasteride,Mylan-Finasteride,Mylan-Finasteride HG,PMS-Finasteride,Propecia,Proscar,RAN-Finasteride,ratio-Finasteride,Sandoz-Finasteride,Sandoz-Finasteride A,Teva-Finasteride,VAN-finasteride","medicines that do not fall under a WHO class","Canadian clinical practice guidelines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",2.65636851505098,1.71223242552442,1.5514065003397,0.123394600988389,0.844013469066062,0.838899156576425,"G04CB01","",50,0.364963503649635
"41","fluconazole","CI:avoid with hereditary fructose, glucose/galactose malabsorption, and sucrase-isomaltase deficiency and coadministration with other antifungals - terfenadine DI:CCBs, ARBs, thiazide diuretics, oral hypoglycemics macrolides, NSAIDs, oral contraceptives, Drugs prolonging QTc interval: astemizole, cisapride, terfenadine, pimozide, quinidine, prednisone, phenytoin, methadone, anti-retrovirals","headache, nausea, vomiting, abdominal pain, diarrhea","150mg once daily","ACT Fluconazole,Apo-Fluconazole,CanesOral,CO Fluconazole,Diflucan,Diflucan injection,Diflucan One,Diflucan PWS,Dom-Fluconazole,Fluconazole Injection,Fluconazole Injection SDZ,Fluconazole Omega,Monicure,Mylan-Fluconazole,Novo-Fluconazole,PHL-Fluconazole,PMS-Fluconazole,PRO-Fluconazole,Riva-Fluconazole,Taro-Fluconazole","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",7.31185200115709,2.77947567275661,2.63065875079432,0.00962073314811939,0.849474559134139,0.844539298777882,"J02AC01","D01AC15",125,0.912408759124088
"42","fluoxetine","DI: linezolid, iv methylene blue, pimozide, thioridazine, MAOIs","nausea, anxiety, insomnia, agitation, anorexia, tremor, somnolence","10mg; 20-40mg once daily","Apo-Fluoxetine,Ava-Fluoxetine,CO Fluoxetine,Dom-Fluoxetine,Fluoxetine Capsules BP,FXT 40,Gen-Fluoxetine,JAMP-Fluoxetine,Mint-Fluoxetine,Mylan-Fluoxetine,Novo-Fluoxetine,Nu-Fluoxetine,PHL-Fluoxetine,PMS-Fluoxetine,PRO-Fluoxetine,Prozac,Q-Fluoxetine,ratio-Fluoxetine,Riva-Fluoxetine,Sandoz-Fluoxetine,Teva-Fluoxetine,ZYM-Fluoxetine","medicines for mental and behavioural disorders","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.529244136589995,1.77251645380808,0.298583483077387,0.765765835146419,0.841052259642131,0.835840858318923,"N06AB03","",104,0.759124087591241
"43","fluticasone","DI: itraconazole","oral thrush, dysphonia","MDI: 50, 125, 250mcg; 2 puffs every 12 hours Diskus: 250, 500mcg; 1-2 every 12 hours","Arnuity Ellipta,Flovent Diskus,Flovent HFA","medicines acting on the respiratory tract","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Fluticasone_C.docx","Added on August, 2015",1.62251899841916,1.5972219355702,1.01583816393051,0.31171680861648,0.842270252173845,0.837098785032004,"R03BA05","",59,0.430656934306569
"44","folic acid","CI: sensitivity DI: phenytoin","allergic sensitization","1mg once daily","Apo-Folic","medicines affecting the blood","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-5.5333787079437,3.66824989938103,-1.50845194840117,0.134024244629974,0.843848496259007,0.838728774824876,"B03BB01","",132,0.963503649635037
"45","furosemide","CI: anuria DI: aminoglycosides, lithium","dehydration, electrolyte depletion","20mg; 20-80mg twice daily","Apo-Furosemide,Bio-Furosemide,Furosemide Injection Sandoz Standard,Furosemide Injection, USP,Furosemide Special,Furosemide Special Injection,Lasix,Lasix Special,PMS-Furosemide,Teva-Furosemide","diuretics","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",3.16219170214017,4.02038702671342,0.786539126986783,0.433076858387043,0.841738627611557,0.836549730156198,"C03CA01","",133,0.970802919708029
"46","fusidic acid","CI: sensitivity to fusidic acid, sensitivity to lanolin (ointment)   DI: BCG, sodium picosulfate","pain (with treatment of deep leg ulcers), skin irritation","Apply small amount to affected area 3-4 times daily","Fucidin","dermatological (topical)","Commonly prescribed medication","http://cleanmeds.ca/wp-content/uploads/2016/08/Fusidic acid_CA.docx","Added on March, 2016",1.68403933837803,1.46343583794699,1.15074354113162,0.252088216590397,0.842644078253761,0.837484867704704,"D06AX01","J01XC01",57,0.416058394160584
"47","gabapentin","CI: hypersensitivity DI: hydrocodone, morphine, antacids","somnolence, dizziness, ataxia, fatigue, nystagmus, tremor","300mg three times a day","ACT Gabapentin,Apo-Gabapentin,Auro-Gabapentin,Dom-Gabapentin,GD-Gabapentin,JAMP-Gabapentin,JAMP-Gabapentin Tablets,Mar-Gabapentin,Mylan-Gabapentin,Neurontin,PHL-Gabapentin,PMS-Gabapentin,PRO-Gabapentin,RAN-Gabapentin,Riva-Gabapentin,Teva-Gabapentin,Van-Gabapentin","anticonvulsive medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Gabapentin_C.docx","Added on August, 2015",3.60123355638295,1.54496991598381,2.3309408934929,0.0213976183325234,0.847718005703475,0.842725153431458,"N03AX12","",56,0.408759124087591
"48","gliclazide","DI: alcohol, fluconazole, fluoxetine, MAOIs, NSAIDs, quinolones, salicylates, sulfonamides, cimetidine (increases effect) Reduce dose if renal/hepatic dysfunction","hypoglycemia (elderly), weight gain (obese), headache, dizziness, sulfa skin reaction, GI effects","80mg twice daily","ACT Gliclazide MR,Apo-Gliclazide,Apo-Gliclazide MR,Diamicron,Diamicron MR,Gliclazide-80,Mint-Gliclazide MR,Mylan-Gliclazide,Mylan-Gliclazide MR,PMS-Gliclazide,Teva-Gliclazide","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.09522962683343,1.44196868928154,0.759537731279813,0.448996094315482,0.841684728253156,0.836494063605719,"A10BB09","",69,0.503649635036496
"49","haloperidol","CI: severe toxic CNS depression or comatose states, parkinsons, dementia-related psychosis","delirium, confusion, anticholinergic, sedation, extrapyramidal symptoms (EPSs), neuropleptic malignant syndrome","0.25mg; 0.25-0.5mg twice or three time a day","Apo-Haloperidol,Haloperidol Injection, USP,Haloperidol-LA,Haloperidol-LA Omega,Novo-Peridol,PMS-Haloperidol,PMS-Haloperidol LA","medicines for mental and behavioural disorders","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.621888487562376,3.3042156395221,0.188210624065783,0.851024245463591,0.840982279301653,0.835768583541052,"N05AD01","",130,0.948905109489051
"50","hydrocortisone","systemic absorption may produce reversible hypothalamic-pituitary-adrenal (HPA) axis suppression, manifestations of cushing's syndrome, hyperglycemia, and glucosuria For Skin use only","burning, itching, irritation, dryness, folliculitis, hypertrichosis, acneiform eruptions, hypopigmentation, perioral/allergic contact dermatitis, skin maceration, secondary infection, skin atrophy, striae, miliaria","2.50%","Aquacort,Cortamed,Cortenema,Cortifoam,Emo-Cort,Hycort,Hyderm,HydroVal,Locoid,Prevex HC,Sarna HC,Westcort","dermatological (topical)","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.195855370454378,4.00193630910487,0.0489401517982144,0.961047020882971,0.84093923052984,0.835724123334097,"H02AB09","",133,0.970802919708029
"51","hydroxychloroquine","CI:yypersensitivity to hydroxychloroquine, 4-aminoquinoline derivatives, or any component of the formulation; retinal or visual field changes attributable to 4-aminoquinolines; long-term use in children; Preexisting retinopathy; use in children <6 years or weighing <35 kg DI:phenothiazines,beta-blockers, dapsone","headache, seizure, diarrhea, nausea, vomiting, anemia, leukopenia, thrombocytopenia, hepatic infussificency, angioedema, myopathy, visual disturbances, blurred vision, photophobia, decreased visual acuity, tinnitus, bronchospasm","400 to 600 mg once daily","","","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-0.354573411707678,1.55765581567019,-0.22763270816353,0.820312835009774,0.841003637794249,0.835790642312093,"P01BA02","",57,0.416058394160584
"52","ibuprofen","gastrointestinal bleeds or ulcers","hepatic insufficiency, increased cardiovascular event risk","200-800mg three times a day","Advil,Advil Pediatric Drops,Apo-Ibuprofen,Caldolor,Childrens Advil,Childrens Europrofen,Ibuprofen Muscle and Joint,Jamp-Ibuprofen,Motrin,Motrin (Children's),Motrin IB,Novo-Profen,Pamprin Ibuprofen Formula,PMS-Ibuprofen,Super Strength Motrin IB Liquid Gel Capsules","medicines for pain and palliative care","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",4.68970557097356,3.04736908579972,1.53893586202829,0.126409628179927,0.843965132855695,0.838849235572275,"M01AE01","",130,0.948905109489051
"53","insulin, long acting","","hypoglycemia, sweating, tremore, tachycardia, hunger, lethargy, weakness, confusion, altered behaviour, seizures, coma, weight increase","0.2-1unit/kg/day poor control: 0.1 - 0.2 units/kg once daily in evening or 10 units 1or2 daily","Levemir,Lantus,Toujeo SoloStar","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",2.48183781018693,1.94135810515329,1.27840288898733,0.203534140255504,0.843038763038618,0.837892492974311,"A10AE04","A10AE05",115,0.839416058394161
"54","insulin, short acting","","hypoglycemia, sweating, tremore, tachycardia, hunger, lethargy, weakness, confusion, altered behaviour, seizures, coma, weight increase","0.5-0.8 units/kg/day insulin resistance: 0.5 units/ kg/ day Inj/SC: 20-30 min before starting meal","Humulin R,Novolin ge Toronto,Humalog,HumaLOG KwikPen,NovoRapid,Apidra","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",7.8885261221459,5.59977945743709,1.40872085804542,0.161461260216111,0.84348208271455,0.838350347721585,"A10AB04","A10AB05",135,0.985401459854015
"55","ipratropium","","dry mouth, taste changes, urinary retention","MDI: 20mcg; 2 puffs every 8-6 hours or 250mcg Nebs: every 8 hours","Apo-Ipravent Solution,Apo-Ipravent Sterules,Atrovent HFA,Dom-Ipratropium,Gen-Ipratropium,Mylan-Ipratropium,PHL-Ipratropium,PMS-Ipratropium,ratio-Ipratropium UDV,Teva-Ipratropium Sterinebs","medicines acting on the respiratory tract","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",3.79042834911994,1.79307533086611,2.11392588134546,0.0365578677069814,0.846556519415798,0.841525585626152,"R03BB01","",103,0.751824817518248
"56","labetalol","","hypotension, bronchospasm, dizziness, lightheadedness, fatigue, nausea, impotence","100mg; 100-600mg once daily","Apo-Labetalol,Labetalol Hydrochloride Injection, USP,Normodyne,Trandate","cardiovascular medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Labetolol_C.docx","Added on August, 2015",-0.591990077811289,1.49829603166104,-0.395108887230381,0.693452496401923,0.84113938562828,0.835930840894781,"C07AG01","",53,0.386861313868613
"57","lamivudine","","headache, fatigue, anorexia, nausea, vomiting, diarrhea, myalgia, dizziness, neuropathy, insomnia, fat redistribution, immune reconsititution syndrome, lactic acidosis, hepatomegaly","150 mg twice daily or 300 mg once daily","3TC, Apo-Lamivudine,Apo-Lamivudine HBV, Auro-Lamivudine, Heptovir","anti-infective medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Lamivudine_C.docx","Added on June, 2016",1.06512731800169,2.32909330511092,0.457314146953407,0.648258584020826,0.841208313496613,0.836002028693224,"J05AF05","",120,0.875912408759124
"58","latanoprost","","blurred vision, burning and stinging, conjunctival hyperemia, foreign body sensation, itching, increased iris pigmentation and punctate epithelial keratopathy","one drop once daily","ACT Latanoprost,Apo-Latanoprost,GD-Latanoprost,Med-Latanoprost,PMS-Latanoprost,Riva-Latanoprost,Sandoz-Latanoprost,Xalatan","eye preparations","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Latanoprost_C.docx","Added on August, 2015",0.606083988615574,1.53959434333193,0.393664728141251,0.694515744666619,0.841137904227727,0.835929310923718,"S01EE01","",55,0.401459854014599
"59","levofloxacin","","tendinitis, tendon rupture, nausea, diarrhea, constipation, headache, insomnia, dizziness","500mg; 500mg twice a day","ACT Levofloxacin,APO-Levofloxacin,Levaquin,Levaquin in 5% Dextrose Injection,Mylan-Levofloxacin,PMS-Levofloxacin,Quinsair,Sandoz-Levofloxacin,Teva-Levofloxacin","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.40099718008582,1.45360797710063,0.963806749932844,0.33704934635055,0.842138088391974,0.836962288011383,"J01MA12","",67,0.489051094890511
"60","levothyroxine","CI: acute MI, adrenal insufficiency DI: aluminim hydroxide, calcium supplements, iron salts, magnesium salts, H2 blockers, PPIs(decreases efficacy)","palpitations, increased heart rate, tremors, anxiety, diarrhea","25mcg once daily","Eltroxin,Levothyroxine Sodium,Levothyroxine Sodium for Injection,Synthroid","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",3.48365435030551,3.34853280026796,1.04035246422754,0.300233541166836,0.842334847450958,0.837165498187055,"H03AA01","",130,0.948905109489051
"61","lithium","","fine hand tremor, polyuria, mild thirst, general discomfort, diarrhea, nausea and vomiting, drowsiness, muscular weakness, lack of coordination, ataxia, giddiness, tinnitus, blurred vision, large output of diluted urine","300mg; 900 - 1200mg twice or three times a day","Apo-Lithium Carbonate,Carbolith,Lithane,Lithmax,PMS-Lithium Carbonate,PMS-Lithium Citrate","medicines for pain and palliative care","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.6748692107951,1.59692652368784,1.04880793571344,0.296339790273844,0.842357472383014,0.837188864920162,"N05AN01","",90,0.656934306569343
"62","loperamide","CI: abdominal pain without diarrhea, bacterial enterocolitis, dysentry, antibiotic induced pseudomembraneous colitis DI: gemfibrozil, itraconazole, saquinavir","nausea, vomiting, dry mouth, abdominal cramps, anorexia, flatulence, constipation","2mg; 2-4mg twice a day","Apo-Loperamide,Diarr-Eze,Dom-Loperamide,Imodium,Loperacap,Novo-Loperamide,PMS-Loperamine,Rhoxal-loperamide,Rho-Loperamine,Riva-Loperamide,Sandoz-Loperamide","medicines for pain and palliative care","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-1.68548376764598,1.43176050704688,-1.17721068527196,0.241402959725908,0.842722655958933,0.837566021728078,"A07DA03","",83,0.605839416058394
"63","medroxyprogesterone","CI: breast malignancy, hepatic disease, thromboembolism Warnings: increased risk of DVT, PE, MI","abnormal uterine bleeding, amenorrhea, breast tenderness, thromboembolic disorders, nausea","150mg intramuscularly or 104mg subcutaneuous every 3 months","Alti-MPA,Apo-Medroxy,Depo-Prevera,Depo-Provera,Dom-Medroxyprogesterone,Gen-Medroxy,Medroxy,Medroxyprogesterone Acetate Injectable Suspension USP,Novo-Medrone,PMS-Medroxyprogesterone,Provera,Provera-Pak,Teva-Medroxyprogesterone","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-3.22698988840826,2.04297350381718,-1.57955542858428,0.116798017445219,0.844123895960139,0.839013204024406,"G03AC06","",119,0.868613138686131
"64","metformin","CI: CrCl <=30ml/min, acute decompensted HF, liver dys, 48hours post iodinated contrast DI: alcohol and cimetidine(increases effect) Caution if CrCL<=60ml/min","weight loss","250mg; 500mg-850mg twice a day","ACT-Metformin,Apo-Metformin,Auro-Metformin,Dom-Metformin,ECL-Metformin,Glucophage,Glumetza,Glycon,JAMP-Metformin,JAMP-Metformin Blackberry,Mar-Metformin,Metformin FC,Mint-Metformin,Mylan-Metformin,PHL-Metformin,PMS-Metformin,PRO-Metformin,RAN-Metformin,ratio-Metformin,Riva-Metformin,Sandoz-Metformin FC,Septa-Metformin,Teva-Metformin","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",5.29597701944431,4.63610970850456,1.14233211732011,0.255552943735396,0.842619463778833,0.837459446197812,"A10BA02","",133,0.970802919708029
"65","methimazole","CI: thionamide allergy DI: warfarin, digoxin, radioactive idodine","agranulocytosis, skin rash","10mg; 10-50mg once daily","Dom-Methimazole,PHL-Methimazole,Tapazole","hormones, other endocrine medicines, and contraceptives","Canadian clinical practice guidelines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",5.98463001557761,1.75716939177991,3.40583556916816,0.000893629040823127,0.854746735697146,0.849984333588856,"H03BB02","",39,0.284671532846715
"66","methotrexate","CI:pregnancy, nursing, blood dyscrasias, liver dysfunction, alcoholism DI:NSAIDs, phenytoin, sulfonamides, antibiotics Must be familiar with use","bone marrow, liver, lung, kidney toxicities, diarrhea, ulcerative stomatitis, malignant lymphomas, tumor lysis syndrome, skin reactions, opportunistic infections, nausea, abdominal distress, malaise, undue fatigue, chills","2.5mg; 7.5mg one time every week","Apo-Methotrexate,JAMP-Methotrexate,Methotrexate Injection USP,Methotrexate Injection, BP,Methotrexate Sodium Injection,Metoject,ratio-Methotrexate Sodium","medicines for diseases of joints","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.20181097086527,2.88434047475753,0.0699678046442262,0.944333842909767,0.840942490304171,0.835727489986275,"L04AX03","",126,0.91970802919708
"67","methylprednisolone","CI:","fluid and electrolyte disturbances, hypertension, osteoporosis, muscle weakness, cushingoid state, menstrual irregularities, impaired wound healing, convulsions, ulcerative esophagitis, excessive sweating, increased intracranial pressure, glaucoma, abdominal distention, headache, decreased carbohydrate tolerance","4mg;4 - 48 mg/day","Depo-Medrol,Medrol,Methylprednisolone Acetate,Methylprednisolone Sodium Succinate For Injection,Methylprednisolone Sodium Succinate For Injection USP,Solu-Medrol","antineoplastic and immunosupressives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.19121816868846,1.71558890116913,0.694349425947371,0.488783231708231,0.841562224187225,0.836367543013035,"H02AB04","",99,0.722627737226277
"68","metoclopramide","CI:mechanical or paralytic intestinal obstruction DI: sedatives, hypnotics, narcotics, tranquilizers, MAOIs, drugs that may precipitate EPS May cause tardive dyskinesia","diarrhea, abdominal cramping","5mg; 5-20mg three times a day","Apo-Metoclop,Metoclopramide Hydrochloride Injection,Metoclopramide Omega,Metonia,Nu-Metoclopramide,PMS-Metoclopramide","gastrointestinal medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.39567094873219,2.94372640254079,0.474117074034991,0.636263870190004,0.841228646625149,0.836023028481712,"A03FA01","",127,0.927007299270073
"69","metronidazole","CI:disulfiram use within the last 2 weeks, consumption of alcohol or products containing propylene glycol during and for at least 3 days after therapy, use during the 1st trimester of pregnancy in trichomoniasis patients DI:anticoagulants, phenytoin, busulfan, lithium GI upset (possible disulfiram-like reaction) with alcohol use","headache, syncope, dizziness, vertigo, incoordination, nausea, diarrhea, epigastric distress, abdominal cramping, constipation, unpleasant metallic taste, erythematous rash, pruritus, urticaria, dysuria","500mg; 500mg three times a day","Flagyl,Metronidazole Injection USP,Novo-Nidazol,PMS-Metronidazole","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-3.9080089445724,7.9792838141097,-0.489769387280334,0.625176627622809,0.841248242455185,0.836043266797978,"J01XD01","",136,0.992700729927007
"70","mupirocin","CI: hypersensitivity DI: BCG, typhoid vaccine, sodium picosulfate","localized burning, stinging sensation, pruritus, skin rash, nausea, rhinitis, respiratory congestion, pharyngitis, cough, headache","apply to affected area three times daily","Bactroban","dermatological (topical)","Commonly prescribed medication","http://cleanmeds.ca/wp-content/uploads/2016/08/Mupirocin_CA.docx","Added on March, 2016",-0.0782695204522083,1.5528097303327,-0.0504050940197537,0.95988200884709,0.840939420271104,0.835724319296386,"D06AX09","",44,0.321167883211679
"71","naltrexone","opioid analgesics; patients in acute opioid withdrawal; hypersensitivity; acute hepatitis or liver failure","Difficulty sleeping, anxiety, nervousness, abdominal pain/cramps, nausea and/or vomiting, low energy, joint and muscle pain, headache, loss of appetite, constipation, increased thirst, increased energy, feeling down, irritability, dizziness, skin rash, delayed ejaculation, decreased potency, and chills","25mg; 50mg once daily","ReVia","medicines for mental and behavioural disorders","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Naltrexone_C.docx","Added on August, 2015",3.00647694088227,2.06481679546589,1.45605021592432,0.147947387491873,0.843653061623311,0.838526932496206,"N07BB04","",19,0.138686131386861
"72","naproxen","CI: GI bleeds, ulcers, allergy","gastrointestinal bleeding, renal insufficiency","250mg; 250-500mg twice a day","Aleve,Anaprox,Anaprox DS,Apo-Napro-Na,Apo-Napro-Na DS,Apo-Naproxen,Apo-Naproxen EC,Apo-Naproxen SR,Ava-Naproxen EC,Maxidol,Mylan-Naproxen EC,Naprelan,Naprosyn,Naproxen EC,Naproxen Sodium DS,Naproxen-NA,Naproxen-NA DF,Pediapharm Naproxen Suspension,PMS-Naproxen,PMS-Naproxen EC,PRO-Naproxen EC,Teva-Naproxen,Teva-Naproxen EC,Teva-Naproxen Sodium,Teva-Naproxen Sodium DS,Teva-Naproxen SR","medicines for pain and palliative care","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Naproxen_C.docx","Added on August, 2015",2.81798796726256,1.59232075355481,1.76973638067047,0.0792693415484278,0.844917367357521,0.83983269087744,"M01AE02","",45,0.328467153284672
"73","nicotine replacement therapy","CI: immediate post myocardial infarction, life-threatening arrhythmias, severe or worsening angina pectoris, recent cerebral vascular accident, pregnant women, nursing mothers, generalized skin disorders","headache, asthenia, dyspepsia, nausea, myalgia, insomnia, dizziness, cough, taste perversion","transdermal nicotine patch (7mg, 14mg or 21mg per 24 hours), chewing gum (2 mg or 4 mg)","Habitrol,Nicoderm,Nicorette,Nicorette Plus,Nicotrol","medicines for mental and behavioural disorders","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Nicotine Replacement Therapy_C.docx","Added on August, 2015",-2.35323138757483,2.08046579612918,-1.13110794320827,0.260228248423893,0.842586887731013,0.837425802082849,"N07BA01","",17,0.124087591240876
"74","nitrofurantoin","CI:","nausea, headache","50mg","Apo-Nitrofurantoin,Macrobid,Macrodantin,Novo-Furantoin,Teva-Nitrofurantoin","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",2.54016665942631,1.53972840613115,1.64974981906643,0.101566539028223,0.844407197617507,0.839305794260704,"J01XE01","",94,0.686131386861314
"75","nystatin","","oral irritation, diarrhea, nausea, vomiting, gastrointestinal upset","oral candidiasis: 4-6mL every 6 hours or 500 000 units every 8 hours vaginal candidiasis 1tab PV every 12 hours for 2wks","PMS-Nystatin","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-2.776154147867,2.61783883287166,-1.06047557741424,0.291023227773555,0.842388982249961,0.8372214078975,"G01AA01","D01AA01",127,0.927007299270073
"76","olopatadine","","headache, nausea, cold symptoms, back pain, weakness, burning sensation of eyes, eyelid edema, eye pain, eye pruritus, foreign body sensation, pharyngitis, cough, rhinitis","instill 1 drop into each affected eye once daily","ACT-Olopatadine,Apo-Olopatadine,CO Olopatadine,Pataday,Patanol,Sandoz-Olopatadine","eye preparations","Commonly prescribed medication","http://cleanmeds.ca/wp-content/uploads/2016/08/Olopatadine_CA.docx","Added on March, 2016",3.11606880428037,2.12618378075753,1.46556889036664,0.145338324570462,0.843688084361708,0.838563103521108,"R01AC08","",19,0.138686131386861
"77","pantoprazole","DI:digoxin, warfarin, antivirals, ketaconazole May increase risk ofclostridium difficile-associated diarrhea","headache, diarrhea, nausea, pruritus","20mg; 20-40mg one time a day","CT Pantoprazole,Apo-Pantoprazole,Dom-Pantoprazole,JAMP-Pantoprazole,Mar-Pantoprazole,Mint-Pantoprazole,Mylan-Pantoprazole,Panto I.V.,Pantoloc,Pantoprazole for Injection,Pantoprazole Magnesium,Pantoprazole Sodium for Injection,PMS-Pantoprazole,Priva-Pantoprazole,Ran-Pantoprazole,Riva-Pantoprazole,Sandoz-Pantoprazole,Tecta,Teva-Pantoprazole,Teva-Pantoprazole Magnesium","gastrointestinal medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Pantoprazol_C.docx","Added on August, 2015",4.55310759766238,1.75982732438722,2.58724679095877,0.0108475232814266,0.849209612910625,0.844265665792941,"A02BC02","",32,0.233576642335766
"78","permethrin","CI: less than 2mths, avoid eyes, vagina area","itching, redness, stinging/burning, numbness, discomfort, swelling of the scalp, may irritate respiratory system","5% (1/2 bottle) one time and repeat in 2 weeks","Kwellada-P [OTC],Nix [OTC]","dermatological (topical)","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-2.40064516047557,1.40799166102887,-1.70501376316485,0.090736973137288,0.844638141398432,0.839544309968872,"P03AC04","",79,0.576642335766423
